Name,City,Country,FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Color
Newman Airport,Newman,Australia,ZNE,YNWN,-23.4178,119.803,1724,8,O,10
Olympic Dam Airport,Olympic Dam,Australia,OLP,YOLD,-30.485,136.877,343,9.5,O,10
Port Augusta Airport,Argyle,Australia,PUG,YPAG,-32.506944,137.716667,56,9.5,O,10
Palm Island Airport,Palm Island,Australia,PMK,YPAM,-18.7553,146.581,28,10,O,10
Paraburdoo Airport,Paraburdoo,Australia,PBO,YPBO,-23.1711,117.745,1406,8,O,10
Gove Airport,Gove,Australia,GOV,YPGV,-12.2694,136.818,192,9.5,O,10
Parkes Airport,Parkes,Australia,PKE,YPKS,-33.1314,148.239,1069,10,O,10
Port Lincoln Airport,Port Lincoln,Australia,PLO,YPLC,-34.6053,135.88,36,9.5,O,10
Pormpuraaw Airport,Pormpuraaw,Australia,EDR,YPMP,-14.8967,141.609,10,10,O,10
Port Macquarie Airport,Port Macquarie,Australia,PQQ,YPMQ,-31.4358,152.863,12,10,O,10
Portland Airport,Portland,Australia,PTJ,YPOD,-38.3181,141.471,265,10,O,10
Quilpie Airport,Quilpie,Australia,ULP,YQLP,-26.6122,144.253,655,10,O,10
Ramingining Airport,Ramingining,Australia,RAM,YRNG,-12.3564,134.898,206,9.5,O,10
Roma Airport,Roma,Australia,RMA,YROM,-26.545,148.775,1032,10,O,10
St George Airport,St George,Australia,SGO,YSGE,-28.0497,148.595,656,10,O,10
Shark Bay Airport,Shark Bay,Australia,MJK,YSHK,-25.8939,113.577,111,8,O,10
Saibai Island Airport,Saibai Island,Australia,SBR,YSII,-9.37833,142.625,0,10,O,10
Strahan Airport,Strahan,Australia,SRN,YSRN,-42.155,145.292,20,10,O,10
Thargomindah Airport,Thargomindah,Australia,XTG,YTGM,-27.9864,143.811,433,10,O,10
Tennant Creek Airport,Tennant Creek,Australia,TCA,YTNK,-19.6344,134.183,1236,9.5,O,10
Victoria River Downs Airport,Victoria River Downs,Australia,VCD,YVRD,-16.4033,131.002,89,9.5,O,10
Warraber Island Airport,Sue Islet,Australia,SYU,YWBS,-10.2083,142.825,3,10,O,10
Windorah Airport,Windorah,Australia,WNR,YWDH,-25.4131,142.667,452,10,O,10
Whyalla Airport,Whyalla,Australia,WYA,YWHA,-33.0589,137.514,41,9.5,O,10
Wiluna Airport,Wiluna,Australia,WUN,YWLU,-26.6292,120.221,1649,8,O,10
Wollongong Airport,Wollongong,Australia,WOL,YWOL,-34.5611,150.789,31,10,O,10
Winton Airport,Winton,Australia,WIN,YWTN,-22.3636,143.086,638,10,O,10
Wynyard Airport,Burnie,Australia,BWT,YWYY,-40.9989,145.731,62,10,O,10
Yorke Island Airport,Yorke Island,Australia,OKR,YYKI,-9.75703,143.411,0,10,O,10
Yam Island Airport,Yam Island,Australia,XMY,YYMI,-9.90111,142.776,0,10,O,10
Mount Keith,Mount Keith,Australia,WME,YMNE,-27.286389,120.554722,1792,8,O,10
Nowra Airport,Nowra,Australia,NOA,YSNW,-34.9489,150.537,400,10,O,10
Tindal Airport,Katherine,Australia,KTR,YPTN,-14.5211,132.378,443,9.5,O,10
Taree Airport,Taree,Australia,TRO,YTRE,-31.8886,152.514,38,10,U,10
Orange Airport,Orange,Australia,OAG,YORG,-33.3817,149.133,3115,10,U,10
Grafton Airport,Grafton,Australia,GFN,YGFN,-29.7594,153.03,110,10,U,10
Toowoomba,Toowoomba,Australia,TWB,YTWB,-27.542778,151.916389,2086,10,N,10
Barrow Island Airport,Barrow Island,Australia,BWB,YBWX,-20.798,115.406,25,8,U,10
Morawa Airport,Morawa,Australia,MWB,\N,-29.211,116.009,899,8,U,10
Exmouth Airport,Exmouth,Australia,EXM,\N,-21.933,114.128,50,8,U,10
Derby Airport,Derby,Australia,DRB,YDBY,-17.39,123.68,26,8,U,10
Walgett Airport,Walgett,Australia,WGE,YWLG,-30.0318,148.1222,439,10,U,10
Bathurst Island Airport,Bathurst Island,Australia,BRT,YBTI,-11.769167,130.619722,67,9.5,U,10
Dunk Island Airport,Dunk Island,Australia,DKI,YDKI,-17.939722,146.141944,38,10,U,10
Lizard Island Airport,Lizard Island,Australia,LZR,YLZI,-14.673056,145.454444,40,10,O,10
Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.648889,142.065278,803,10,O,10
Halls Creek Airport,Halls Creek,Australia,HCQ,YHLC,-18.233889,127.669722,1346,8,U,10
Fitzroy Crossing Airport,Fitzroy Crossing,Australia,FIZ,YFTZ,-18.178,125.591,374,8,U,10
Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV,-33.797222,120.208056,209,8,U,10
Heron Island,Heron Island,Australia,HRN,\N,-23.441667,151.911389,0,10,O,10
Lady Elliot Island,Lady Elliot Island,Australia,LYT,\N,-24.113333,152.715278,0,10,O,10
Orpheus Island,Orpheus Island,Australia,ORS,\N,-18.634,146.5,0,10,O,10
Geelong Airport,Geelong,Australia,GEX,YGLG,-38.225,144.333,43,10,O,10
Penneshaw Airport,Penneshaw,Australia,PEA,YPSH,-34.75,137.933,0,9.5,O,10
Cooinda,Cooinda,Australia,CDA,YCOO,-12.9033,132.532,43,9.5,U,10
Jabiru,Jabiru,Australia,JAB,YJAB,-12.6571,132.893,52,9.5,U,10
Telfer Airport,Telfer,Australia,TEF,YTEF,-21.713057,122.21222,970,8,N,10
Renmark,Renmark,Australia,RMK,YREN,-34.118,140.404,115,9.5,O,10
Mallacoota Airport,Mallacoota,Australia,XMC,YMCO,-37.598301,149.720001,31,10,U,10
Yuendumu ,Yuendumu ,Australia,YUE,YYND,-22.254167,131.781944,2205,9.5,O,10
Great Keppel Island,Great Keppel Island,Australia,GKL,YGKL,-23.186,150.943,250,10,U,10
Roper Bar,Roper Bar,Australia,RPB,YRRB,-14.73457,134.5252,70,9.5,U,10
Innisfail,Innisfail,Australia,IFL,YIFL,-17.55908,146.01123,46,10,U,10
Moomba,Moomba,Australia,MOO,YOOM,-28.1,140.2,143,9.5,O,10
Onslow ,Onslow,Australia,ONS,YOLW,-21.667,115.116,23,8,O,10
Theodore,Theodore,Australia,TDR,YTDR,-24.986737,150.093112,560,10,N,10
Chinchilla,Chinchilla,Australia,CCL,YCCA,-26.769444,150.616667,1030,10,O,10
Shute Harbour,Shute Harbour,Australia,JHQ,YSHR,-20.278299,148.757004,12,10,O,10
Shepparton,Shepparton,Australia,SHT,YSHT,-36.428902,145.393005,374,10,O,10
Temora,Temora,Australia,TEM,YTEM,-34.4248,147.5104,921,10,O,10
Gayndah,Gayndah,Australia,GAH,YGAY,-25.61528,151.62083,369,10,N,10
Wilcannia,Wilcannia,Australia,WIO,YWCA,-31.51749992,143.3789978,250,10,O,10
Belmont Airport,Lake Macquarie,Australia,BEO,YPEC,-33.066667,151.648333,5,10,O,10
Brampton Island,Brampton Island,Australia,BMP,YBPI,-20.8044444,149.2794444,5,10,O,10
Brusselton,Brusselton,Australia,BQB,YBLN,-33.687222,115.400278,55,8,O,10
Inverell,Inverell,Australia,IVR,YIVL,-29.888333,151.144167,2667,10,O,10
Glen Innes,Glen Innes,Australia,GLI,YGLI,-29.675,151.69,3433,10,O,10
Dave Forest Airport,Cloudbreak,Australia,KFE,YFDF,-22.291945,119.437225,1555,8,N,10
Solomon Airport,Solomon,Australia,SLJ,YSOL,-22.255,117.85,2008,8,N,10
Coonabarabran,Coonabarabran,Australia,COJ,YCBB,-31.337221,149.27194,2117,10,O,10
Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.8875,147.567778,165,10,O,10
Prominent Hill,Prominent Hill,Australia,PXH,YPMH,-29.716667,135.521667,734,9.5,O,10
Graz,Graz,Austria,GRZ,LOWG,46.991067,15.439628,1115,1,E,11
Innsbruck,Innsbruck,Austria,INN,LOWI,47.260219,11.343964,1906,1,E,11
Linz,Linz,Austria,LNZ,LOWL,48.233219,14.187511,978,1,E,11
Salzburg,Salzburg,Austria,SZG,LOWS,47.793304,13.004333,1411,1,E,11
Schwechat,Vienna,Austria,VIE,LOWW,48.110278,16.569722,600,1,E,11
Hohenems,Hohenems,Austria,HOJ,LOIH,47.385,9.7,412,1,E,11
Woerthersee International Airport,Klagenfurt,Austria,KLU,LOWK,46.642514,14.337739,452,1,E,11
Hauptbahnhof,Salzburg,Austria,ZSB,\N,47.813056,13.046667,1391,1,E,11
Westbahnhoff,Vienna,Austria,XWW,\N,48.196667,16.337778,600,1,E,11
Heydar Aliyev,Baku,Azerbaijan,GYD,UBBB,40.4675,50.046667,10,4,E,12
Heydar Aliyev,Baku,Azerbaijan,BAK,\N,40.4675,50.046667,10,4,E,12
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.1888,45.4584,2863,4,E,12
Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.7377,46.3176,1083,4,E,12
Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.746389,48.817778,30,4,U,12
Qabala Airport,Qabala,Azerbaijan,GBB,UBBQ,40.826667,47.7125,100,4,E,12
Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY,41.562222,46.667222,100,4,E,12
Fresh Creek,Andros Town,Bahamas,ASD,MYAF,24.698283,-77.795611,5,-5,U,13
Marsh Harbour,Marsh Harbor,Bahamas,MHH,MYAM,26.511406,-77.083472,6,-5,U,13
San Andros,San Andros,Bahamas,SAQ,MYAN,25.053814,-78.048997,5,-5,U,13
Spring Point,Spring Point,Bahamas,AXP,MYAP,22.441828,-73.970858,11,-5,U,13
Treasure Cay,Treasure Cay,Bahamas,TCB,MYAT,26.745336,-77.391269,8,-5,U,13
Chub Cay,Chub Cay,Bahamas,CCZ,MYBC,25.417108,-77.88085,5,-5,U,13
South Bimini,Alice Town,Bahamas,BIM,MYBS,25.699881,-79.264656,10,-5,U,13
Exuma Intl,Great Exuma,Bahamas,GGT,MYEF,23.562631,-75.877958,9,-5,U,13
North Eleuthera,North Eleuthera,Bahamas,ELH,MYEH,25.474861,-76.683489,13,-5,U,13
Governors Harbour,Governor's Harbor,Bahamas,GHB,MYEM,25.284706,-76.331011,26,-5,U,13
Rock Sound,Rock Sound,Bahamas,RSD,MYER,24.8917,-76.177739,10,-5,U,13
Grand Bahama Intl,Freeport,Bahamas,FPO,MYGF,26.558686,-78.695553,7,-5,U,13
Matthew Town,Matthew Town,Bahamas,IGA,MYIG,20.975,-73.666862,8,-5,U,13
Deadmans Cay,Dead Man's Cay,Bahamas,LGI,MYLD,23.179014,-75.093597,9,-5,U,13
Stella Maris,Stella Maris,Bahamas,SML,MYLS,23.581444,-75.270475,10,-5,U,13
Mayaguana,Mayaguana,Bahamas,MYG,MYMM,22.379528,-73.0135,11,-5,U,13
Lynden Pindling Intl,Nassau,Bahamas,NAS,MYNN,25.038958,-77.466231,16,-5,U,13
San Salvador,Cockburn Town,Bahamas,ZSA,MYSM,24.063275,-74.523967,24,-5,U,13
Bimini North Seaplane Base,Bimini,Bahamas,NSB,\N,25.767,-79.25,0,-5,U,13
Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.083,-77.3,0,-5,U,13
Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.745561,-74.182353,5,-5,U,13
New Bight Airport,Cat Island,Bahamas,CAT,MYCB,24.315292,-75.452331,5,-5,U,13
Arthurs Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.629417,-75.673775,18,-5,U,13
Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158933,-77.589758,15,-5,U,13
Paradise Island Seaplane Base,Nassau,Bahamas,WZY,\N,25.0872,-77.3239,0,-5,U,13
Bahrain Intl,Bahrain,Bahrain,BAH,OBBI,26.270834,50.63361,6,3,U,14
Coxs Bazar,Cox's Bazar,Bangladesh,CXB,VGCB,21.452194,91.963889,12,6,U,15
Shah Amanat Intl,Chittagong,Bangladesh,CGP,VGEG,22.249611,91.813286,12,6,U,15
Ishurdi,Ishurdi,Bangladesh,IRD,VGIS,24.1525,89.049446,45,6,U,15
Jessore,Jessore,Bangladesh,JSR,VGJR,23.1838,89.160833,20,6,U,15
Shah Mokhdum,Rajshahi,Bangladesh,RJH,VGRJ,24.437219,88.616511,64,6,U,15
Saidpur,Saidpur,Bangladesh,SPD,VGSD,25.759228,88.908869,125,6,U,15
Osmany Intl,Sylhet Osmani,Bangladesh,ZYL,VGSY,24.963242,91.866783,50,6,U,15
Zia Intl,Dhaka,Bangladesh,DAC,VGZR,23.843333,90.397781,30,6,U,15
Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.801,90.3012,23,6,U,15
Grantley Adams Intl,Bridgetown,Barbados,BGI,TBPB,13.074603,-59.492456,169,-4,U,16
Gomel,Gomel,Belarus,GME,UMGG,52.527022,31.016692,471,3,E,17
Vitebsk,Vitebsk,Belarus,VTB,UMII,55.1265,30.349639,683,3,E,17
Minsk 1,Minsk,Belarus,MHP,UMMM,53.864472,27.539683,748,3,E,17
Minsk 2,Minsk 2,Belarus,MSQ,UMMS,53.882469,28.030731,670,3,E,17
Hrodno Airport,Hrodna,Belarus,GNA,UMMG,53.602,24.0538,443,3,E,17
Mogilev Airport,Mogilev,Belarus,MVQ,UMOO,53.9549,30.0951,637,3,E,17
Brest,Brest,Belarus,BQT,UMBB,52.06,23.53,468,1,E,17
Deurne,Antwerp,Belgium,ANR,EBAW,51.189444,4.460278,39,1,E,18
Brussels Natl,Brussels,Belgium,BRU,EBBR,50.901389,4.484444,184,1,E,18
Brussels South,Charleroi,Belgium,CRL,EBCI,50.459197,4.453817,614,1,E,18
Wevelgem,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.817222,3.204722,64,1,E,18
Liege,Liege,Belgium,LGG,EBLG,50.637417,5.443222,659,1,E,18
Oostende,Ostend,Belgium,OST,EBOS,51.198889,2.862222,13,1,E,18
Brussels Gare du Midi,Brussels,Belgium,ZYR,\N,50.8,4.4,180,1,E,18
Knokke-Heist Westkapelle Heliport,Knokke,Belgium,KNO,EBKW,51.3222,3.29306,0,1,U,18
Centraal,Antwerp,Belgium,ZWE,\N,51.217222,4.421111,51,1,E,18
Liege-Guillemins Railway Station,Liege,Belgium,XHN,\N,50.6333,5.56667,659,1,E,18
Philip S W Goldson Intl,Belize City,Belize,BZE,MZBZ,17.539144,-88.308203,15,-6,U,19
San Pedro,San Pedro,Belize,SPR,MZ10,17.913936,-87.971075,4,-6,U,19
Punta Gorda Airport,Punta Gorda,Belize,PND,,16.1024,-88.8083,7,-6,U,19
Caye Caulker Airport,Caye Caulker,Belize,CUK,,17.7347,-88.0325,1,-6,U,19
Belize City Municipal Airport,Belize,Belize,TZA,\N,17.5344,-88.298,15,-6,N,19
Municipal,Corozal,Belize,CZH,\N,18.3822,-88.4119,40,-6,N,19
Caye Chapel Airport,Caye Chapel,Belize,CYC,\N,17.683611,-88.045,10,-6,U,19
Big Creek Airport,Big Creek,Belize,BGK,\N,16.516667,-88.416667,16,-6,U,19
Dangriga Airport,Dangriga,Belize,DGA,\N,16.966667,-88.216667,10,-6,U,19
Placencia Airport,Placencia,Belize,PLJ,\N,16.536944,-88.361667,42,-6,U,19
Sartaneja Airport,Sarteneja,Belize,SJX,\N,18.355556,-88.130833,10,-6,U,19
Hector Silva Airstrip,Belmopan,Belize,BCV,\N,17.269444,-88.776111,50,-6,U,19
San Ignacio,San Ignacio,Belize,SQS,,17.183332†,-89.03333,,,,19
Cadjehoun,Cotonou,Benin,COO,DBBB,6.357228,2.384353,19,1,N,20
Bermuda Intl,Bermuda,Bermuda,BDA,TXKF,32.364042,-64.678703,12,-4,A,21
Paro,Thimphu,Bhutan,PBH,VQPR,27.403192,89.424606,7332,6,N,22
Bermejo,Bermejo,Bolivia,BJO,SLBJ,-22.773336,-64.312881,1250,-4,U,23
Jorge Wilsterman,Cochabamba,Bolivia,CBB,SLCB,-17.421058,-66.177114,8360,-4,U,23
Heroes Del Acre,Cobija,Bolivia,CIJ,SLCO,-11.040436,-68.782972,892,-4,U,23
El Alto Intl,La Paz,Bolivia,LPB,SLLP,-16.513339,-68.192256,13325,-4,U,23
Capitan Nicolas Rojas,Potosi,Bolivia,POI,SLPO,-19.543069,-65.723706,12913,-4,U,23
Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,PSZ,SLPS,-18.975281,-57.820586,439,-4,U,23
Juana Azurduy De Padilla,Sucre,Bolivia,SRE,SLSU,-19.007083,-65.288747,9527,-4,U,23
Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA,SLTJ,-21.555736,-64.701325,6084,-4,U,23
Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD,SLTR,-14.818739,-64.918019,509,-4,U,23
Viru Viru Intl,Santa Cruz,Bolivia,VVI,SLVR,-17.644756,-63.135364,1225,-4,U,23
Yacuiba,Yacuiba,Bolivia,BYC,SLYA,-21.960925,-63.651669,2116,-4,U,23
Santa Cruz,Santa Cruz,Bolivia,SRZ,\N,-17.8,-63.166667,1224,-4,U,23
Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.3534,935,-4,U,23
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.1077,-67.5512,597,-4,U,23
Capit√°n Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,-14.8592,-66.7375,633,-4,U,23
Capit√°n Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI,-11,-66,462,-4,U,23
Capit√°n de Av. Emilio Beltr√°n Airport,Guayaramer√≠n,Bolivia,GYA,SLGY,-10.8206,-65.3456,557,-4,U,23
Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,-20.466667,-66.833333,11990,-4,U,23
Rurrenabaque Airport,Rerrenabaque,Bolivia,RBQ,SLRQ,-14.4275,-67.498056,898,-4,U,23
Oruro,Oruro,Bolivia,ORU,,-17.962282,-67.07796,,,,23
Mostar,Mostar,Bosnia and Herzegovina,OMO,LQMO,43.2829,17.845878,156,1,E,24
Sarajevo,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.824583,18.331467,1708,1,E,24
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.941444,17.297501,400,1,E,24
Francistown,Francistown,Botswana,FRW,FBFT,-21.159597,27.474525,3283,2,U,25
Jwaneng,Jwaneng,Botswana,JWA,FBJW,-24.602333,24.690971,3900,2,U,25
Kasane,Kasane,Botswana,BBK,FBKE,-17.832875,25.1624,3289,2,U,25
Maun,Maun,Botswana,MUB,FBMN,-19.972564,23.431086,3093,2,U,25
Sir Seretse Khama Intl,Gaberone,Botswana,GBE,FBSK,-24.555225,25.918208,3299,2,U,25
Selebi Phikwe,Selebi-phikwe,Botswana,PKW,FBSP,-22.05835,27.828767,2925,2,U,25
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,FBTL,-22.1892,29.1269,1772,2,U,25
Shakawe Airport,Shakawe,Botswana,SWX,FBSW,-18.3739,21.8326,3379,2,U,25
Orapa Airport,Orapa,Botswana,ORP,FBOR,-21.2667,25.3167,3100,2,U,25
Ghanzi Airport,Ghanzi,Botswana,GNZ,FBGZ,-21.6925,21.6581,3730,2,U,25
Khwai River Lodge,Khwai River,Botswana,KHW,FBKR,-19.149166,23.7875,3000,2,N,25
Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348347,-49.301528,653,-4,S,26
Araraquara,Araracuara,Brazil,AQA,SBAQ,-21.812,-48.133028,2334,-3,S,26
Santa Maria,Aracaju,Brazil,AJU,SBAR,-10.984,-37.070333,23,-3,S,26
Alta Floresta,Alta Floresta,Brazil,AFL,SBAT,-9.866092,-56.106206,947,-4,S,26
Aracatuba,Aracatuba,Brazil,ARU,SBAU,-21.141342,-50.424722,1361,-3,S,26
Val De Cans Intl,Belem,Brazil,BEL,SBBE,-1.37925,-48.476292,54,-4,S,26
Comandante Gustavo Kraemer,Bage,Brazil,BGX,SBBG,-31.390528,-54.112244,600,-3,S,26
Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,SBBH,-19.851181,-43.950628,2589,-3,S,26
Bacacheri,Curitiba,Brazil,BFH,SBBI,-25.405078,-49.232036,3057,-3,S,26
Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,SBBR,-15.8711,-47.918625,3479,-3,S,26
Bauru,Bauru,Brazil,BAU,SBBU,-22.345042,-49.0538,2025,-3,S,26
Boa Vista,Boa Vista,Brazil,BVB,SBBV,2.846311,-60.690069,276,-4,S,26
Cascavel,Cascavel,Brazil,CAC,SBCA,-25.000339,-53.500764,2473,-3,S,26
Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,SBCF,-19.63375,-43.968856,2715,-3,S,26
Campo Grande,Campo Grande,Brazil,CGR,SBCG,-20.468667,-54.6725,1833,-4,S,26
Chapeco,Chapeco,Brazil,XAP,SBCH,-27.134219,-52.656553,2146,-3,S,26
Carolina,Carolina,Brazil,CLN,SBCI,-7.320444,-47.458667,565,-3,S,26
Forquilhinha,Criciuma,Brazil,CCM,SBCM,-28.725817,-49.424739,93,-3,S,26
Bartolomeu Lisandro,Campos,Brazil,CAW,SBCP,-21.698333,-41.301669,57,-3,S,26
Corumba Intl,Corumba,Brazil,CMG,SBCR,-19.011931,-57.673053,461,-4,S,26
Afonso Pena,Curitiba,Brazil,CWB,SBCT,-25.528475,-49.175775,2988,-3,S,26
Caravelas,Caravelas,Brazil,CRQ,SBCV,-17.652283,-39.253069,36,-3,S,26
Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,SBCX,-29.197064,-51.187536,2472,-3,S,26
Marechal Rondon,Cuiaba,Brazil,CGB,SBCY,-15.652931,-56.116719,617,-4,S,26
Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.599906,-72.769489,637,-5,S,26
Presidente Prudente,President Prudente,Brazil,PPB,SBDN,-22.175056,-51.424639,1477,-3,S,26
Eduardo Gomes Intl,Manaus,Brazil,MAO,SBEG,-3.038611,-60.049721,264,-4,S,26
Cataratas Intl,Foz Do Iguacu,Brazil,IGU,SBFI,-25.59615,-54.487206,787,-3,S,26
Hercilio Luz,Florianopolis,Brazil,FLN,SBFL,-27.670489,-48.547181,20,-3,S,26
Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,SBFN,-3.854928,-32.423336,193,-3,S,26
Pinto Martins Intl,Fortaleza,Brazil,FOR,SBFZ,-3.776283,-38.532556,82,-3,S,26
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,SBGL,-22.808903,-43.243647,28,-3,S,26
Santa Genoveva,Goiania,Brazil,GYN,SBGO,-16.632033,-49.220686,2450,-3,S,26
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,SBGR,-23.432075,-46.469511,2459,-3,S,26
Altamira,Altamira,Brazil,ATM,SBHT,-3.253906,-52.253978,368,-4,S,26
Ilheus,Ilheus,Brazil,IOS,SBIL,-14.815964,-39.033197,15,-3,S,26
Usiminas,Ipatinga,Brazil,IPN,SBIP,-19.470722,-42.487583,784,-3,S,26
Prefeito Renato Moreira,Imperatriz,Brazil,IMP,SBIZ,-5.531292,-47.46005,431,-3,S,26
Francisco De Assis,Juiz De Fora,Brazil,JDF,SBJF,-21.7915,-43.386778,2989,-3,S,26
Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,SBJP,-7.148381,-34.950681,215,-3,S,26
Lauro Carneiro De Loyola,Joinville,Brazil,JOI,SBJV,-26.224453,-48.797364,15,-3,S,26
Presidente Joao Suassuna,Campina Grande,Brazil,CPV,SBKG,-7.269917,-35.896364,1646,-3,S,26
Viracopos,Campinas,Brazil,VCP,SBKP,-23.0075,-47.134444,2170,-3,S,26
Lins,Lins,Brazil,LIP,SBLN,-21.664039,-49.730519,1575,-3,S,26
Londrina,Londrina,Brazil,LDB,SBLO,-23.333625,-51.130072,1867,-3,S,26
Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.262086,-43.408114,1454,-3,S,26
Maraba,Maraba,Brazil,MAB,SBMA,-5.368589,-49.138025,357,-4,S,26
Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,SBMG,-23.476392,-52.016406,1788,-3,S,26
Mario Ribeiro,Montes Claros,Brazil,MOC,SBMK,-16.706925,-43.8189,2191,-3,S,26
Zumbi Dos Palmares,Maceio,Brazil,MCZ,SBMO,-9.510808,-35.791678,387,-3,S,26
Macapa,Macapa,Brazil,MCP,SBMQ,0.050664,-51.072178,56,-3,S,26
Manicore,Manicore,Brazil,MNX,SBMY,-5.811381,-61.278319,174,-4,S,26
Ministro Victor Konder Intl,Navegantes,Brazil,NVT,SBNF,-26.879999,-48.65139,18,-3,S,26
Santo Angelo,Santo Angelo,Brazil,GEL,SBNM,-28.281683,-54.169139,1056,-3,S,26
Augusto Severo,Natal,Brazil,NAT,SBNT,-5.911417,-35.247717,169,-3,S,26
Salgado Filho,Porto Alegre,Brazil,POA,SBPA,-29.994428,-51.171428,11,-3,S,26
Pocos De Caldas,Pocos De Caldas,Brazil,POO,SBPC,-21.843014,-46.567917,4135,-3,S,26
Lauro Kurtz,Passo Fundo,Brazil,PFB,SBPF,-28.243989,-52.326558,2376,-3,S,26
Pelotas,Pelotas,Brazil,PET,SBPK,-31.718353,-52.327689,59,-3,S,26
Senador Nilo Coelho,Petrolina,Brazil,PNZ,SBPL,-9.362411,-40.569097,1263,-3,S,26
Porto Nacional,Porto Nacional,Brazil,PNB,SBPN,-10.719417,-48.399736,870,-3,S,26
Ponta Pora,Ponta Pora,Brazil,PMG,SBPP,-22.549639,-55.702614,2156,-4,S,26
Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,SBPV,-8.709294,-63.902281,294,-4,S,26
Pl√É¬°cido de Castro,Rio Branco,Brazil,RBR,SBRB,-9.583,-67.4836,633,-5,S,26
Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,SBRF,-8.126794,-34.923039,33,-3,S,26
Rio Grande,Rio Grande,Brazil,RIG,SBRG,-32.082617,-52.166542,27,-3,S,26
Santos Dumont,Rio De Janeiro,Brazil,SDU,SBRJ,-22.910461,-43.163133,11,-3,S,26
Leite Lopes,Ribeirao Preto,Brazil,RAO,SBRP,-21.134167,-47.774189,1802,-3,S,26
Santa Cruz,Rio De Janeiro,Brazil,STU,SBSC,-22.93235,-43.719092,10,-3,S,26
Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.228172,-45.862739,2120,-3,S,26
Marechal Cunha Machado Intl,Sao Luis,Brazil,SLZ,SBSL,-2.585361,-44.234139,178,-3,S,26
Congonhas,Sao Paulo,Brazil,CGH,SBSP,-23.626692,-46.655375,2631,-3,S,26
Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,-20.816567,-49.406511,1784,-3,S,26
Base Aerea De Santos,Santos,Brazil,SSZ,SBST,-23.925206,-46.2875,10,-3,S,26
Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,SBSV,-12.910994,-38.331044,64,-3,S,26
Trombetas,Oriximina,Brazil,TMT,SBTB,-1.4896,-56.396803,287,-4,S,26
Senador Petronio Portella,Teresina,Brazil,THE,SBTE,-5.059942,-42.823478,219,-3,S,26
Tefe,Tefe,Brazil,TFF,SBTF,-3.382944,-64.724056,184,-4,S,26
Tabatinga,Tabatinga,Brazil,TBT,SBTT,-4.255669,-69.935828,279,-4,S,26
Tucurui,Tucurui,Brazil,TUR,SBTU,-3.786008,-49.720267,830,-4,S,26
Paulo Afonso,Paulo Alfonso,Brazil,PAV,SBUF,-9.400878,-38.250575,883,-3,S,26
